Plant_ID	Block	Row	Col	Genotype	Site	Obs	Stg	Veg	TCO	H	W	rosLN	rosDLN	rosAD	cauLN	cauDLN	cauAD	NFr	LS	AvFr	RosHPLC		
kw_3804	s.13	A	4	MFP	SIL	JL	X	70															
kw_3805	s.13	A	5	WHC	SIL	JL	X	80															
kw_3806	s.13	A	6	FLF	SIL	JL	X	90															
kw_3807	s.13	A	7	EGM	SIL	JL	B	80	0	244													
kw_3808	s.13	A	8	VNH	SIL	JL	X	70															
kw_3809	s.13	A	9	MIL	SIL	JL	X	80															
kw_3810	s.13	A	10	BVM	SIL	JL	R	90	0	11													
kw_3811	s.13	B	1	WHC	SIL	JL	FO	80	0	327											7122		
kw_3812	s.13	B	2	DDW	SIL	JL	FO	90	0	269													
kw_3813	s.13	B	3	SAD	SIL	JL	B	100	0	200													
kw_3814	s.13	B	4	MIL	SIL	JL	B	80	0	267											7106		
kw_3815	s.13	B	5	IRF	SIL	JL	B	90	0	171											7097		
kw_3816	s.13	B	6	BHM	SIL	JL	FS1	90	0	413									9		7118		
kw_3817	s.13	B	7	SIL	SIL	JL	R	100	0	60											7108		
kw_3818	s.13	B	8	ECM	SIL	JL	B	80	0	182													
kw_3819	s.13	B	9	SAD	SIL	JL	B	90	0	70											7107		
kw_3820	s.13	B	10	MFP	SIL	JL	X	90															
kw_3821	s.13	C	1	LTM	SIL	JL	FO	70	0	400													
kw_3822	s.13	C	2	LTM	SIL	JL	FO	70	0	298											7104		
kw_3823	s.13	C	3	ECM	SIL	JL	FO	80	0	243											7102		
kw_3824	s.13	C	4	JAM	SIL	JL	R	100	0	22													
kw_3825	s.13	C	5	BHS	SIL	JL	B	90	0	193													
kw_3826	s.13	C	6	BHS	SIL	JL	R	100	0	31											7095		
kw_3827	s.13	C	7	IRF	SIL	JL	B	90	0	181													
kw_3828	s.13	C	8	PCS	SIL	JL	FO	80	0	405											7099		
kw_3829	s.13	C	9	BHM	SIL	JL	X	90															
kw_3830	s.13	C	10	BSC	SIL	JL	B	100	0	234											7092		
kw_3831	s.13	D	1	BNK	SIL	JL	B	100	0	213											7110		
kw_3832	s.13	D	2	MAH	SIL	JL	R	100	0	52											7101		
kw_3833	s.13	D	3	BNK	SIL	JL	B	90	0	116													
kw_3834	s.13	D	4	THT	SIL	JL	B	80	0	133											7091		
kw_3835	s.13	D	5	RUB	SIL	JL	R	60	0	8													
kw_3836	s.13	D	6	BVC	SIL	JL	R	70	1	25													
kw_3837	s.13	D	7	PCS	SIL	JL	FO	80	0	292													
kw_3838	s.13	D	8	DDW	SIL	JL	B	90	0	280											7100		
kw_3839	s.13	D	9	JAM	SIL	JL	B	90	0	187											7093		
kw_3840	s.13	D	10	SIL	SIL	JL	R	90	0	56													
kw_3841	s.13	E	1	VNH	SIL	JL	X	70															
kw_3842	s.13	E	2	PAR	SIL	JL	FO	100	0	305													
kw_3843	s.13	E	3	FLF	SIL	JL	FS2	80	0	205									36		7103		
kw_3844	s.13	E	4	THT	SIL	JL	B	90	0	276													
kw_3845	s.13	E	5	MAH	SIL	JL	FO	100	0	264													
kw_3846	s.13	E	6	RUB	SIL	JL	X	90															
kw_3847	s.13	E	7	HMC	SIL	JL	X	90															
kw_3848	s.13	E	8	BVC	SIL	JL	R	100	0	84											7094		
kw_3849	s.13	E	9	EGM	SIL	JL	B	100	0	283											7109		
kw_3850	s.13	E	10	HMC	SIL	JL	R	100	0	43											7096		
kw_3851	s.14	A	1	VNH	SIL	MW	FO	80	0	342											7083		
kw_3852	s.14	A	2	RUB	SIL	MW	X	100															
kw_3853	s.14	A	3	SAD	SIL	MW	FO	90	0	350											7080		
kw_3854	s.14	A	4	THT	SIL	MW	FO	70	0	179											7082		
kw_3855	s.14	A	5	LTM	SIL	MW	FO	70	0	337													
kw_3856	s.14	A	6	DDW	SIL	MW	FO	90	0	254											7070		
kw_3857	s.14	A	7	MIL	SIL	MW	FO	100	0	250											7078		
kw_3858	s.14	A	8	BSC	SIL	MW	R	90	0	40											7068		
kw_3859	s.14	A	9	BNK	SIL	MW	B	90	0	167											7067		
kw_3860	s.14	A	10	PCS	SIL	MW	FO	100	0	405											7079		
kw_3861	s.14	B	1	BVM	SIL	MW	X	70															
kw_3862	s.14	B	2	JAM	SIL	MW	SO	90	0	477									52		7075		
kw_3863	s.14	B	3	LTM	SIL	MW	FO	80	0	272											7076		
kw_3864	s.14	B	4	SIL	SIL	MW	FO	70	0	312											7081		
kw_3865	s.14	B	5	BVM	SIL	MW	X	80															
kw_3866	s.14	B	6	WHC	SIL	MW	R	80	0	31											7084		
kw_3867	s.14	B	7	PCS	SIL	MW	FO	100	0	276													
kw_3868	s.14	B	8	BVC	SIL	MW	R	100	0	63											7069		
kw_3869	s.14	B	9	FLF	SIL	MW	B	100	0	65											7073		
kw_3870	s.14	B	10	BNK	SIL	MW	X	100															
kw_3871	s.14	C	1	BSC	SIL	MW	R	80	0	51													
kw_3872	s.14	C	2	JAM	SIL	MW	SO	90	0	481									24				
kw_3873	s.14	C	3	DDW	SIL	MW	B	90	0	489													
kw_3874	s.14	C	4	ECM	SIL	MW	FS1	80	0	426									13				
kw_3875	s.14	C	5	HMC	SIL	MW	X	100															
kw_3876	s.14	C	6	BVC	SIL	MW	FO	100	0	329													
kw_3877	s.14	C	7	IRF	SIL	MW	FO	100	0	260											7074		
kw_3878	s.14	C	8	MAH	SIL	MW	R	90	0	11													
kw_3879	s.14	C	9	BHM	SIL	MW	X	90															
kw_3880	s.14	C	10	WHC	SIL	MW	FO	100	0	169													
kw_3881	s.14	D	1	BHM	SIL	MW	R	90	0	40											7065		
kw_3882	s.14	D	2	ECM	SIL	MW	FO	70	0	415											7071		
kw_3883	s.14	D	3	VNH	SIL	MW	X	70															
kw_3884	s.14	D	4	BHS	SIL	MW	FO	80	0	291											7066		
kw_3885	s.14	D	5	PAR	SIL	MW	X	90															
kw_3886	s.14	D	6	IRF	SIL	MW	FO	100	0	322													
kw_3887	s.14	D	7	FLF	SIL	MW	FS1	100	0	340									12				
kw_3888	s.14	D	8	MFP	SIL	MW	X	100															
kw_3889	s.14	D	9	RUB	SIL	MW	X	100															
kw_3890	s.14	D	10	THT	SIL	MW	FO	100	0	225													
kw_3891	s.14	E	1	BHS	SIL	MW	SO	70	0	345													
kw_3892	s.14	E	2	HMC	SIL	MW	X	70															
kw_3893	s.14	E	3	EGM	SIL	MW	FO	90	0	448											7072		
kw_3894	s.14	E	4	SAD	SIL	MW	B	100	0	134													
kw_3895	s.14	E	5	PAR	SIL	MW	X	90															
kw_3896	s.14	E	6	MIL	SIL	MW	FS2	100	0	511									16				
kw_3897	s.14	E	7	MAH	SIL	MW	SO	90	0	460									46		7077		
kw_3898	s.14	E	8	SIL	SIL	MW	FO	100	0	216													
kw_3899	s.14	E	9	EGM	SIL	MW	B	100	0	194													
kw_3900	s.14	E	10	MFP	SIL	MW	X	100															
kw_3901	s.15	A	1	WHC	SIL	MW	B	100	0	235											7137		
kw_3902	s.15	A	2	BHS	SIL	MW	FO	90	0	235											7123		
kw_3903	s.15	A	3	BVC	SIL	MW	R	100	0	52											7125		
kw_3904	s.15	A	4	JAM	SIL	MW	FO	100	0	236													
kw_3905	s.15	A	5	THT	SIL	MW	B	100	0	175													
kw_3906	s.15	A	6	VNH	SIL	MW	R	90	0	54											7136		
kw_3907	s.15	A	7	WHC	SIL	MW	R	80	0	21											SHITTY ASS		
kw_3908	s.15	A	8	EGM	SIL	MW	B	80	0	126													
kw_3909	s.15	A	9	BHS	SIL	MW	X	100															
kw_3910	s.15	A	10	MFP	SIL	MW	X	100															
kw_3911	s.15	B	1	DDW	SIL	MW	FO	100	0	318											7126		
kw_3912	s.15	B	2	RUB	SIL	MW	X	100															
kw_3913	s.15	B	3	BSC	SIL	MW	B	100	0	138											7124		
kw_3914	s.15	B	4	BVM	SIL	MW	X	90															
kw_3915	s.15	B	5	FLF	SIL	MW	R	90	0	28											7127		
kw_3916	s.15	B	6	BHM	SIL	MW	X	80															
kw_3917	s.15	B	7	LTM	SIL	MW	FO	100	0	301													
kw_3918	s.15	B	8	FLF	SIL	MW	X	90															
kw_3919	s.15	B	9	THT	SIL	MW	FO	100	0	218											7135		
kw_3920	s.15	B	10	HMC	SIL	MW	X	80															
kw_3921	s.15	C	1	HMC	SIL	MW	R	90	0	11													
kw_3922	s.15	C	2	MFP	SIL	MW	X	100															
kw_3923	s.15	C	3	RUB	SIL	MW	X	100															
kw_3924	s.15	C	4	VNH	SIL	MW	FO	90	0	292													
kw_3925	s.15	C	5	BNK	SIL	MW	X	90															
kw_3926	s.15	C	6	DDW	SIL	MW	FO	90	0	334													
kw_3927	s.15	C	7	PAR	SIL	MW	R	90	0	19													
kw_3928	s.15	C	8	SIL	SIL	MW	B	100	0	271													
kw_3929	s.15	C	9	BVC	SIL	MW	R	90	0	14													
kw_3930	s.15	C	10	BSC	SIL	MW	FO	90	0	337													
kw_3931	s.15	D	1	JAM	SIL	MW	R	90	0	57											7129		
kw_3932	s.15	D	2	SAD	SIL	MW	X	100															
kw_3933	s.15	D	3	MIL	SIL	MW	X	100															
kw_3934	s.15	D	4	MAH	SIL	MW	FO	100	0	223											7131		
kw_3935	s.15	D	5	ECM	SIL	MW	FO	100	0	397													
kw_3936	s.15	D	6	IRF	SIL	MW	FO	100	0	219											7128		
kw_3937	s.15	D	7	ECM	SIL	MW	X	90															
kw_3938	s.15	D	8	BNK	SIL	MW	B	100	0	166													
kw_3939	s.15	D	9	BHM	SIL	MW	X	80															
kw_3940	s.15	D	10	LTM	SIL	MW	B	70	0	217											7130		
kw_3941	s.15	E	1	PAR	SIL	MW	R	80	0	10													
kw_3942	s.15	E	2	EGM	SIL	MW	X	90															
kw_3943	s.15	E	3	MIL	SIL	MW	X	100															
kw_3944	s.15	E	4	SAD	SIL	MW	B	100	0	187											7133		
kw_3945	s.15	E	5	PCS	SIL	MW	FS1	100	0	274									7		7132		
kw_3946	s.15	E	6	BVM	SIL	MW	X	100															
kw_3947	s.15	E	7	PCS	SIL	MW	FO	100	0	204													
kw_3948	s.15	E	8	MAH	SIL	MW	FS2	100	0	418									34				
kw_3949	s.15	E	9	IRF	SIL	MW	FO	100	0	236													
kw_3950	s.15	E	10	SIL	SIL	MW	R	70	0	48											7134		
kw_3951	s.16	A	1	PCS	SIL	MW	B	90	0	226											7117		
kw_3952	s.16	A	2	BHS	SIL	MW	X	80															
kw_3953	s.16	A	3	VNH	SIL	MW	X	80															
kw_3954	s.16	A	4	LTM	SIL	MW	FO	90	0	253											7114		
kw_3955	s.16	A	5	PCS	SIL	MW	X	90															
kw_3956	s.16	A	6	IRF	SIL	MW	FO	100	0	230											7112		
kw_3957	s.16	A	7	MFP	SIL	MW	X	100															
kw_3958	s.16	A	8	DDW	SIL	MW	FO	100	0	329											7089		
kw_3959	s.16	A	9	JAM	SIL	MW	R	90	0	26													
kw_3960	s.16	A	10	DDW	SIL	MW	X	100															
kw_3961	s.16	B	1	MIL	SIL	MW	X	100															
kw_3962	s.16	B	2	PAR	SIL	MW	X	100															
kw_3963	s.16	B	3	BVC	SIL	MW	R	100	0	27													
kw_3964	s.16	B	4	WHC	SIL	MW	B	90	0	99													
kw_3965	s.16	B	5	BVM	SIL	MW	X	80															
kw_3966	s.16	B	6	PAR	SIL	MW	X	90															
kw_3967	s.16	B	7	VNH	SIL	MW	X	100															
kw_3968	s.16	B	8	SIL	SIL	MW	B	100	0	286											7120		
kw_3969	s.16	B	9	FLF	SIL	MW	FO	100	0	157											7111		
kw_3970	s.16	B	10	BNK	SIL	MW	X	100															
kw_3971	s.16	C	1	MAH	SIL	MW	X	90															
kw_3972	s.16	C	2	BVM	SIL	MW	X	90															
kw_3973	s.16	C	3	EGM	SIL	MW	R	70	0	21													
kw_3974	s.16	C	4	JAM	SIL	MW	B	100	0	296											7113		
kw_3975	s.16	C	5	HMC	SIL	MW	X	90															
kw_3976	s.16	C	6	BVC	SIL	MW	B	100	0	197											7087		
kw_3977	s.16	C	7	ECM	SIL	MW	X	100															
kw_3978	s.16	C	8	SIL	SIL	MW	R	100	0	57													
kw_3979	s.16	C	9	WHC	SIL	MW	X	90														CauHPLC	FrHPLC
kw_3980	s.16	C	10	LTM	SIL	MW	FS1	100	0	271									11				
kw_3981	s.16	D	1	ECM	SIL	MW	FO	90	0	443													
kw_3982	s.16	D	2	BHM	SIL	MW	X	80															
kw_3983	s.16	D	3	MFP	SIL	MW	X	70															
kw_3984	s.16	D	4	SAD	SIL	MW	R	90	0	46											7119		
kw_3985	s.16	D	5	HMC	SIL	MW	X	90															
kw_3986	s.16	D	6	RUB	SIL	MW	X	90															
kw_3987	s.16	D	7	SAD	SIL	MW	X	100															
kw_3988	s.16	D	8	THT	SIL	MW	FO	80	0	202											7121		
kw_3989	s.16	D	9	BHS	SIL	MW	R	90	0	39											7085		
kw_3990	s.16	D	10	BNK	SIL	MW	X	70															
kw_3991	s.16	E	1	RUB	SIL	MW	X	90															
kw_3992	s.16	E	2	EGM	SIL	MW	FS1	100	0	381									10		7090		
kw_3993	s.16	E	3	THT	SIL	MW	R	90	0	41													
kw_3994	s.16	E	4	FLF	SIL	MW	SO	100	0	285									22				
kw_3995	s.16	E	5	MAH	SIL	MW	FS2	90	0	365									37		7115		
kw_3996	s.16	E	6	BHM	SIL	MW	R	90	0	62											7088		
kw_3997	s.16	E	7	MIL	SIL	MW	FO	100	0	527											7116		
kw_3998	s.16	E	8	BSC	SIL	MW	FO	100	0	331											7086		
kw_3999	s.16	E	9	BSC	SIL	MW	FS1	100	0	356									10				
kw_4000	s.16	E	10	IRF	SIL	MW	FO	90	0	257													
