Plant_ID	Block	Row	Col	Genotype	Site	Obs	Stg	Veg	TCO	H	W	rosLN	rosDLN	rosAD	cauLN	cauDLN	cauAD	NOTES
kw_3720	s.11	B	10	BHM	SIL	RK	X											
kw_3721	s.11	C	1	WHC	SIL	RK	SO		1	274		0			8	0	0	PARTIAL TCO
kw_3722	s.11	C	2	DDW	SIL	RK	B		1	246		14	0	0	11	2	10	
kw_3723	s.11	C	3	SAD	SIL	RK	SO		0	527		0			10	1	5	
kw_3724	s.11	C	4	BHM	SIL	RK	X											
kw_3725	s.11	C	5	IRF	SIL	RK	SO		0	351		4	0	0	17	1	20	
kw_3726	s.11	C	6	BVM	SIL	RK	X											
kw_3727	s.11	C	7	MAH	SIL	RK	SO		0	291		8	1	5	8	0	0	
kw_3728	s.11	C	8	BNK	SIL	RK	X											
kw_3729	s.11	C	9	BHS	SIL	RK	R		0	49		11	0	0				
kw_3730	s.11	C	10	BSC	SIL	RK	X											
kw_3731	s.11	D	1	VNH	SIL	RK	R		0	48		18	0	0				
kw_3732	s.11	D	2	LTM	SIL	RK	B		1	266		7	0	0	12	1	20	
kw_3733	s.11	D	3	WHC	SIL	RK	SO		0	301		5	0	0	12	0	0	
kw_3734	s.11	D	4	MFP	SIL	RK	X											
kw_3735	s.11	D	5	PAR	SIL	RK	X											
kw_3736	s.11	D	6	PAR	SIL	RK	X											
kw_3737	s.11	D	7	BHS	SIL	RK	SO		0	409		0			7	0	0	
kw_3738	s.11	D	8	RUB	SIL	RK	X											
kw_3739	s.11	D	9	THT	SIL	RK	SO		0	404		3	0	0	10	1	5	
kw_3740	s.11	D	10	ECM	SIL	RK	SO		0	455		0			11	0	0	
kw_3741	s.11	E	1	BVC	SIL	RK	R		0	70		17	0	0				
kw_3742	s.11	E	2	MAH	SIL	RK	R		0	30		10	1	30				
kw_3743	s.11	E	3	VNH	SIL	RK	FO		1	170		4	0	0	21	1	90	
kw_3744	s.11	E	4	MFP	SIL	RK	X											
kw_3745	s.11	E	5	BSC	SIL	RK	X											
kw_3746	s.11	E	6	SIL	SIL	RK	SO		1	460		3	0	0	7	3	10	PARTIAL TCO
kw_3747	s.11	E	7	FLF	SIL	RK	R		0	23		15	0	0				
kw_3748	s.11	E	8	ECM	SIL	RK	X											
kw_3749	s.11	E	9	BVM	SIL	RK	X											
kw_3750	s.11	E	10	BVC	SIL	RK	FS		0	338		1	1	5	20	0	0	
kw_3751	s.12	A	1	BHM	SIL	RK	X											
kw_3752	s.12	A	2	BSC	SIL	RK	R		0	40		13	0	0				
kw_3753	s.12	A	3	FLF	SIL	RK	R		0	62		33	2	5				
kw_3754	s.12	A	4	MIL	SIL	RK	SO		0	332		15	0	0	5	0	0	
kw_3755	s.12	A	5	BVC	SIL	RK	R		0	43		9	0	0				
kw_3756	s.12	A	6	THT	SIL	RK	R		0	39		14	0	0				
kw_3757	s.12	A	7	MAH	SIL	RK	X											
kw_3758	s.12	A	8	WHC	SIL	RK	R		0	38		7	0	0				
kw_3759	s.12	A	9	RUB	SIL	RK	X											
kw_3760	s.12	A	10	MAH	SIL	RK	SO		0	313		2	0	0	6	1	5	
kw_3761	s.12	B	1	RUB	SIL	RK	X											
kw_3762	s.12	B	2	JAM	SIL	RK	SO		0	319		3	1	5	11	1	5	
kw_3763	s.12	B	3	DDW	SIL	RK	FO		1	199		1	1	5	21	1	30	
kw_3764	s.12	B	4	FLF	SIL	RK	R		0	60		17	1	5				
kw_3765	s.12	B	5	MFP	SIL	RK	X											
kw_3766	s.12	B	6	BHM	SIL	RK	R		0	29		9	0	0				
kw_3767	s.12	B	7	ECM	SIL	RK	X											
kw_3768	s.12	B	8	EGM	SIL	RK	SO		0	384		0			11	0	0	
kw_3769	s.12	B	9	PAR	SIL	RK	X											
kw_3770	s.12	B	10	VNH	SIL	RK	R		0	55		15	0	0				
kw_3771	s.12	C	1	SAD	SIL	RK	R		0	56		14	0	0				
kw_3772	s.12	C	2	LTM	SIL	RK	SO		0	395		2	0	0	16	0	0	
kw_3773	s.12	C	3	BSC	SIL	RK	X											
kw_3774	s.12	C	4	IRF	SIL	RK	SO		0	456		3	0	0	15	0	0	
kw_3775	s.12	C	5	WHC	SIL	RK	B		1	384		8	0	0	23	8	5	
kw_3776	s.12	C	6	VNH	SIL	RK	SO		0	323		2	0	0	8	0	0	
kw_3777	s.12	C	7	MFP	SIL	RK	X											
kw_3778	s.12	C	8	LTM	SIL	RK	SO		0	340		5	0	0	11	0	0	
kw_3779	s.12	C	9	BVM	SIL	RK	X											
kw_3780	s.12	C	10	SIL	SIL	RK	SO		0	447		1	1	5	10	0	0	
kw_3781	s.12	D	1	SAD	SIL	RK	R		0	88		12	0	0				
kw_3782	s.12	D	2	ECM	SIL	RK	SO		0	284		4	0	0	9	0	0	
kw_3783	s.12	D	3	BNK	SIL	RK	SO		0	340		0			8	0	0	
kw_3784	s.12	D	4	BVC	SIL	RK	SO		0	336		1	0	0	11	0	0	
kw_3785	s.12	D	5	JAM	SIL	RK	SO		0	428		4	2	5	11	2	5	
kw_3786	s.12	D	6	BHS	SIL	RK	X											
kw_3787	s.12	D	7	HMC	SIL	RK	X											
kw_3788	s.12	D	8	PCS	SIL	RK	X											
kw_3789	s.12	D	9	BVM	SIL	RK	X											
kw_3790	s.12	D	10	PCS	SIL	RK	X											
kw_3791	s.12	E	1	SIL	SIL	RK	SO		0	277		6	0	0	11	0	0	
kw_3792	s.12	E	2	IRF	SIL	RK	SO		1	279		3	0	0	21	0	0	
kw_3793	s.12	E	3	THT	SIL	RK	R		0	44		13	0	0				
kw_3794	s.12	E	4	PAR	SIL	RK	X											
kw_3795	s.12	E	5	EGM	SIL	RK	SO		0	380		0			12	1	5	
kw_3796	s.12	E	6	HMC	SIL	RK	X											
kw_3797	s.12	E	7	MIL	SIL	RK	SO		0	330		0			22	3	5	
kw_3798	s.12	E	8	BNK	SIL	RK	X											
kw_3799	s.12	E	9	BHS	SIL	RK	SO		0	202		0			6	1	10	
kw_3800	s.12	E	10	DDW	SIL	RK	SO		0	204		4	4	15	9	6	20	
kw_3801	s.13	A	1	BVM	SIL	RK	FS		0	463		14	0	0	16	3	5	
kw_3802	s.13	A	2	PAR	SIL	RK	SO		0	213		7	0	0	9	0	0	
kw_3803	s.13	A	3	BSC	SIL	RK	SO		0	376		0			6	0	0	
kw_3804	s.13	A	4	MFP	SIL	RK	M											
kw_3805	s.13	A	5	WHC	SIL	RK	R		0	18		6	0	0				
kw_3806	s.13	A	6	FLF	SIL	RK	X											
kw_3807	s.13	A	7	EGM	SIL	RK	SO		1	450		1	0	0	19	5	5	
kw_3808	s.13	A	8	VNH	SIL	RK	R		0	42		8	0	0				
kw_3809	s.13	A	9	MIL	SIL	RK	X											
kw_3810	s.13	A	10	BVM	SIL	RK	R		0	11		6	0	0				
kw_3811	s.13	B	1	WHC	SIL	RK	FS		1	268		1	0	0	19	3	10	
kw_3812	s.13	B	2	DDW	SIL	RK	SO		1	358		6	0	0	17	1	30	
kw_3813	s.13	B	3	SAD	SIL	RK	FS		1	263		0			12	0	0	
kw_3814	s.13	B	4	MIL	SIL	RK	X											
kw_3815	s.13	B	5	IRF	SIL	RK	B		1	163		7	0	0	9	1	5	
kw_3816	s.13	B	6	BHM	SIL	RK	SO		1	348		14	0	0	13	2	10	
kw_3817	s.13	B	7	SIL	SIL	RK	R		0	51		17	1	10				
kw_3818	s.13	B	8	ECM	SIL	RK	SO		1	335		0			19	12	10	
kw_3819	s.13	B	9	SAD	SIL	RK	SO		0	481		0			12	0	0	
kw_3820	s.13	B	10	MFP	SIL	RK	M											
kw_3821	s.13	C	1	LTM	SIL	RK	SO		0	380		0			14	0	0	
kw_3822	s.13	C	2	LTM	SIL	RK	SO		1	306		9	0	0	13	6	5	
kw_3823	s.13	C	3	ECM	SIL	RK	SO		0	414		0			11	1	10	
kw_3824	s.13	C	4	JAM	SIL	RK	R		0	37		22	1	10				
kw_3825	s.13	C	5	BHS	SIL	RK	SO		0	264		1	0	0	8	3	10	
kw_3826	s.13	C	6	BHS	SIL	RK	SO		1	298		13	1	5	20	5	10	
kw_3827	s.13	C	7	IRF	SIL	RK	B		1	190		6	3	10	10	2	10	
kw_3828	s.13	C	8	PCS	SIL	RK	SO		0	552		0			7	5	5	
kw_3829	s.13	C	9	BHM	SIL	RK	X											
kw_3830	s.13	C	10	BSC	SIL	RK	SO		0	453		0			9	0	0	
kw_3831	s.13	D	1	BNK	SIL	RK	FS		0	350		0			9	0	0	
kw_3832	s.13	D	2	MAH	SIL	RK	R		0	49		13	1	5				
kw_3833	s.13	D	3	BNK	SIL	RK	SO		0	262		0			13	2	10	
kw_3834	s.13	D	4	THT	SIL	RK	B		1	241		4	0	0	17	0	0	
kw_3835	s.13	D	5	RUB	SIL	RK	X											
kw_3836	s.13	D	6	BVC	SIL	RK	R		0	32		10	0	0				
kw_3837	s.13	D	7	PCS	SIL	RK	SO		0	378		0			10	0	0	
kw_3838	s.13	D	8	DDW	SIL	RK	SO		1	450		0			22	5	10	PARTIAL TCO
kw_3839	s.13	D	9	JAM	SIL	RK	SO		0	330		3	1	5	18	6	10	
kw_3840	s.13	D	10	SIL	SIL	RK	R		0	46		27	1	5				
kw_3841	s.13	E	1	VNH	SIL	RK	X											
kw_3842	s.13	E	2	PAR	SIL	RK	FS		0	403		17	3	5	10	0	0	
kw_3843	s.13	E	3	FLF	SIL	RK	SO		0	360		8	0	0	7	1	15	
kw_3844	s.13	E	4	THT	SIL	RK	SO		1	351		2	0	0	19	1	10	
kw_3845	s.13	E	5	MAH	SIL	RK	SO		0	355		5	0	0	17	3	10	
kw_3846	s.13	E	6	RUB	SIL	RK	X											
kw_3847	s.13	E	7	HMC	SIL	RK	X											
kw_3848	s.13	E	8	BVC	SIL	RK	R		0	52		12	0	0				
kw_3849	s.13	E	9	EGM	SIL	RK	SO		0	439		4	0	0	14	1	10	
kw_3850	s.13	E	10	HMC	SIL	RK	R		0	35		9	0	0				
kw_3851	s.14	A	1	VNH	SIL	MW	SO		0	470		0	0	0	5	0	0	
kw_3852	s.14	A	2	RUB	SIL	MW	X											
kw_3853	s.14	A	3	SAD	SIL	MW	SO		0	576		0	0	0	3	3	15	
kw_3854	s.14	A	4	THT	SIL	MW	SO		1	243		4	1	5	10	2	10	
kw_3855	s.14	A	5	LTM	SIL	MW	SO		0	439		0	0	0	4	0	0	
kw_3856	s.14	A	6	DDW	SIL	MW	SO		1	250		8	0	0	14	1	10	
kw_3857	s.14	A	7	MIL	SIL	MW	SO		1	349		0	0	0	8	0	0	
kw_3858	s.14	A	8	BSC	SIL	MW	R		0	40		13	0					
kw_3859	s.14	A	9	BNK	SIL	MW	SO		0	372		0	0	0	13	3	10	
kw_3860	s.14	A	10	PCS	SIL	MW	SO		0	507		7	0	0	7	0	0	
kw_3861	s.14	B	1	BVM	SIL	MW	X											
kw_3862	s.14	B	2	JAM	SIL	MW	SO		0	525		9	0	0	8	4	100	
kw_3863	s.14	B	3	LTM	SIL	MW	SO		0	389		0	0	0	9	2	10	
kw_3864	s.14	B	4	SIL	SIL	MW	SO		0	473		0	0	0	9	0	0	
kw_3865	s.14	B	5	BVM	SIL	MW	X											
kw_3866	s.14	B	6	WHC	SIL	MW	R		0	43		28	0	0				
kw_3867	s.14	B	7	PCS	SIL	MW	SO		0	346		0	0	0	9	2	10	
kw_3868	s.14	B	8	BVC	SIL	MW	R		0	52		10	0	0				
kw_3869	s.14	B	9	FLF	SIL	MW	SO		0	243		24	2	15	12	0	0	
kw_3870	s.14	B	10	BNK	SIL	MW	X											
kw_3871	s.14	C	1	BSC	SIL	MW	R		0	58		17	0	0				
kw_3872	s.14	C	2	JAM	SIL	MW	SO		0	560		3	0	0	13	2	5	
kw_3873	s.14	C	3	DDW	SIL	MW	B		0	162		2	0	0	10	0	0	TOP DRIED OUT
kw_3874	s.14	C	4	ECM	SIL	MW	SO		0	519		0	0	0	9	0	0	
kw_3875	s.14	C	5	HMC	SIL	MW	X											
kw_3876	s.14	C	6	BVC	SIL	MW	SO		0	445		0	0	0	6	1	15	
kw_3877	s.14	C	7	IRF	SIL	MW	SO		0	390		5	3	5	13	0	0	
kw_3878	s.14	C	8	MAH	SIL	MW	R		0	24		11	0	0				
kw_3879	s.14	C	9	BHM	SIL	MW	X											
kw_3880	s.14	C	10	WHC	SIL	MW	SO		0	290		12	1	20	10	3	10	
kw_3881	s.14	D	1	BHM	SIL	MW	R		0	52		12	0	0				
kw_3882	s.14	D	2	ECM	SIL	MW	SO		0	541		0	0	0	11	0	0	
kw_3883	s.14	D	3	VNH	SIL	MW	X											
kw_3884	s.14	D	4	BHS	SIL	MW	SO		0	346		0	0	0	6	0	0	
kw_3885	s.14	D	5	PAR	SIL	MW	X											
kw_3886	s.14	D	6	IRF	SIL	MW	SO		0	473		5	0	0	15	0	0	
kw_3887	s.14	D	7	FLF	SIL	MW	FO		1	293		9	0	0	19	1	95	
kw_3888	s.14	D	8	MFP	SIL	MW	M											
kw_3889	s.14	D	9	RUB	SIL	MW	X											
kw_3890	s.14	D	10	THT	SIL	MW	SO		0	345		0	0	0	8	0	0	
kw_3891	s.14	E	1	BHS	SIL	MW	SO		0	426		0	0	0	7	0	0	
kw_3892	s.14	E	2	HMC	SIL	MW	X											
kw_3893	s.14	E	3	EGM	SIL	MW	SO		0	574		0	0	0	12	2	5	
kw_3894	s.14	E	4	SAD	SIL	MW	SO		0	508		7	0	0	9	0	0	
kw_3895	s.14	E	5	PAR	SIL	MW	X											
kw_3896	s.14	E	6	MIL	SIL	MW	SO		0	615		0	0	0	12	0	0	
kw_3897	s.14	E	7	MAH	SIL	MW	SO		0	528		0	0	0	7	1	100	
kw_3898	s.14	E	8	SIL	SIL	MW	SO		0	391		4	0	0	11	1	10	
kw_3899	s.14	E	9	EGM	SIL	MW	SO		1	321		4	0	0	22	3	15	PARTIAL TCO
kw_3900	s.14	E	10	MFP	SIL	MW	M											
kw_3901	s.15	A	1	WHC	SIL	MW	SO		0	417		0	0	0	11	0	0	
kw_3902	s.15	A	2	BHS	SIL	MW	SO		0	295		0	0	0	4	0	0	
kw_3903	s.15	A	3	BVC	SIL	MW	R		0	43		16	0	0				
kw_3904	s.15	A	4	JAM	SIL	MW	SO		0	341		2	0	0	8	0	0	
kw_3905	s.15	A	5	THT	SIL	MW	SO		0	372		3	0	0	10	0	0	
kw_3906	s.15	A	6	VNH	SIL	MW	R		0	36		12	0	0				
kw_3907	s.15	A	7	WHC	SIL	MW	SO		0	159		10	3	25	6	5	30	
kw_3908	s.15	A	8	EGM	SIL	MW	FO		0	264		0	0	0	2	0	0	TOP DRIED OUT
kw_3909	s.15	A	9	BHS	SIL	MW	X											
kw_3910	s.15	A	10	MFP	SIL	MW	M											
kw_3911	s.15	B	1	DDW	SIL	MW	SO		0	442		0	0	0	15	0	0	
kw_3912	s.15	B	2	RUB	SIL	MW	X											
kw_3913	s.15	B	3	BSC	SIL	MW	SO		0	255		0	0	0	10	0	0	
kw_3914	s.15	B	4	BVM	SIL	MW	X											
kw_3915	s.15	B	5	FLF	SIL	MW	R		0	27		12	0	0				
kw_3916	s.15	B	6	BHM	SIL	MW	X											
kw_3917	s.15	B	7	LTM	SIL	MW	B		1	269		26	1	10	12	3	10	
kw_3918	s.15	B	8	FLF	SIL	MW	X											
kw_3919	s.15	B	9	THT	SIL	MW	SO		1	256		0	0	0	12	0	0	
kw_3920	s.15	B	10	HMC	SIL	MW	X											
kw_3921	s.15	C	1	HMC	SIL	MW	R		0	21		7	0	0				
kw_3922	s.15	C	2	MFP	SIL	MW	M											
kw_3923	s.15	C	3	RUB	SIL	MW	X											
kw_3924	s.15	C	4	VNH	SIL	MW	FO		1	200		4	0	0	15	0	0	
kw_3925	s.15	C	5	BNK	SIL	MW	X											
kw_3926	s.15	C	6	DDW	SIL	MW	SO		0	449		1	0	0	13	0	0	
kw_3927	s.15	C	7	PAR	SIL	MW	R		0	25		9	0	0				
kw_3928	s.15	C	8	SIL	SIL	MW	SO		1	303		5	0	0	17	2	10	
kw_3929	s.15	C	9	BVC	SIL	MW	X											
kw_3930	s.15	C	10	BSC	SIL	MW	SO		0	443		0	0	0	7	0	0	
kw_3931	s.15	D	1	JAM	SIL	MW	R		0	75		11	0	0				
kw_3932	s.15	D	2	SAD	SIL	MW	X											
kw_3933	s.15	D	3	MIL	SIL	MW	X											
kw_3934	s.15	D	4	MAH	SIL	MW	SO		1	289		0	0	0	31	1	5	TOP DRIED OUT
kw_3935	s.15	D	5	ECM	SIL	MW	FS		1	346		7	0	0	10	2	15	
kw_3936	s.15	D	6	IRF	SIL	MW	SO		0	351		5	0	0	14	0	0	
kw_3937	s.15	D	7	ECM	SIL	MW	X											
kw_3938	s.15	D	8	BNK	SIL	MW	B		1	129		21	1	10	7	6	60	
kw_3939	s.15	D	9	BHM	SIL	MW	X											
kw_3940	s.15	D	10	LTM	SIL	MW	SO		0	359		1	0	0	13	1	10	
kw_3941	s.15	E	1	PAR	SIL	MW	R		0	12		7	0	0				
kw_3942	s.15	E	2	EGM	SIL	MW	X											
kw_3943	s.15	E	3	MIL	SIL	MW	X											
kw_3944	s.15	E	4	SAD	SIL	MW	FS		1	258		11	0	0	18	0	0	
kw_3945	s.15	E	5	PCS	SIL	MW	SO		0	345		18	2	5	11	0	0	
kw_3946	s.15	E	6	BVM	SIL	MW	X											
kw_3947	s.15	E	7	PCS	SIL	MW	SO		1	263		0	0	0	0	0	0	PARTIAL TCO
kw_3948	s.15	E	8	MAH	SIL	MW	SO		0	510		0	0	0	4	1	5	
kw_3949	s.15	E	9	IRF	SIL	MW	SO		0	388		4	0	0	17	0	0	
kw_3950	s.15	E	10	SIL	SIL	MW	R		0	52		15	0	0				
kw_3951	s.16	A	1	PCS	SIL	RK	M											
kw_3952	s.16	A	2	BHS	SIL	RK	X											
kw_3953	s.16	A	3	VNH	SIL	RK	M											
kw_3954	s.16	A	4	LTM	SIL	RK	M											
kw_3955	s.16	A	5	PCS	SIL	RK	X											
kw_3956	s.16	A	6	IRF	SIL	RK	FS		0	270		2	0	0	16	0	0	
kw_3957	s.16	A	7	MFP	SIL	RK	M											
kw_3958	s.16	A	8	DDW	SIL	RK	FS		1	358		1	1	20	17	0	0	
kw_3959	s.16	A	9	JAM	SIL	RK	R		0	15		9	2	40				
kw_3960	s.16	A	10	DDW	SIL	RK	X											
kw_3961	s.16	B	1	MIL	SIL	RK	X											
kw_3962	s.16	B	2	PAR	SIL	RK	X											
kw_3963	s.16	B	3	BVC	SIL	RK	R		0	13		5	0	0				REGROWTH
kw_3964	s.16	B	4	WHC	SIL	RK	SO		0	247		0			11	4	5	
kw_3965	s.16	B	5	BVM	SIL	RK	X											
kw_3966	s.16	B	6	PAR	SIL	RK	X											
kw_3967	s.16	B	7	VNH	SIL	RK	X											
kw_3968	s.16	B	8	SIL	SIL	RK	SO		0	450		0			6	0	0	
kw_3969	s.16	B	9	FLF	SIL	RK	SO		0	259		4	1	10	11	0	0	
kw_3970	s.16	B	10	BNK	SIL	RK	X											
kw_3971	s.16	C	1	MAH	SIL	RK	X											
kw_3972	s.16	C	2	BVM	SIL	RK	X											
kw_3973	s.16	C	3	EGM	SIL	RK	R		0	21		20	0	0				
kw_3974	s.16	C	4	JAM	SIL	RK	SO		0	439		1	0	0	10	0	0	
kw_3975	s.16	C	5	HMC	SIL	RK	X											
kw_3976	s.16	C	6	BVC	SIL	RK	SO		0	403		0			11	8	10	
kw_3977	s.16	C	7	ECM	SIL	RK	X											
kw_3978	s.16	C	8	SIL	SIL	RK	R		0	55		18	0	0				
kw_3979	s.16	C	9	WHC	SIL	RK	X											
kw_3980	s.16	C	10	LTM	SIL	RK	SO		0	326		3	0	0	7	0	0	
kw_3981	s.16	D	1	ECM	SIL	RK	SO		0	617		0			11	4	10	
kw_3982	s.16	D	2	BHM	SIL	RK	X											
kw_3983	s.16	D	3	MFP	SIL	RK	M											
kw_3984	s.16	D	4	SAD	SIL	RK	R		0	48		32	2	5				
kw_3985	s.16	D	5	HMC	SIL	RK	X											
kw_3986	s.16	D	6	RUB	SIL	RK	X											
kw_3987	s.16	D	7	SAD	SIL	RK	X											
kw_3988	s.16	D	8	THT	SIL	RK	SO		0	354		0			11	0	0	
kw_3989	s.16	D	9	BHS	SIL	RK	R		0	29		10	0	0				
kw_3990	s.16	D	10	BNK	SIL	RK	X											
kw_3991	s.16	E	1	RUB	SIL	RK	X											
kw_3992	s.16	E	2	EGM	SIL	RK	SO		1	473		0			5	0	0	PARTIAL TCO
kw_3993	s.16	E	3	THT	SIL	RK	R		0	34		30	0	0				
kw_3994	s.16	E	4	FLF	SIL	RK	SO		1	290		0			24	0	0	
kw_3995	s.16	E	5	MAH	SIL	RK	SO		1	411		0			18	0	0	
kw_3996	s.16	E	6	BHM	SIL	RK	R		0	53		21	0	0				
kw_3997	s.16	E	7	MIL	SIL	RK	SO		1	658		0			16	0	0	PARTIAL TCO
kw_3998	s.16	E	8	BSC	SIL	RK	SO		0	413		0			5	0	0	
kw_3999	s.16	E	9	BSC	SIL	RK	SO		0	433		0			5	0	0	
kw_4000	s.16	E	10	IRF	SIL	RK	SO		0	351		0			9	1	10	
